Link,Image,Title,Ratings,Review,Monthly Sales,Price,Product Identified 
https://www.amazon.in/Assembled-Desktop-i7-4th-3-40Ghz-Windows/dp/B0FV3CTZP2/ref=zg_bs_g_1375392031_d_sccl_14/521-8137478-2842638?psc=1,,"Assembled Desktop CPU, Core i7-4th Gen 4770 3.40Ghz II 8GB RAM II 256GB SSD II Windows 11 II MS Office II WiFi Dongle II HDMI & VGA Ports II Full Metal Body – Black",5,7,50+ bought in past month,"12,490",Assembled Desktop Cpu Core
https://www.amazon.in/Assembled-Desktop-i3-3220-Generation-3-30Ghz/dp/B0FCBV3H4G/ref=zg_bs_g_1375392031_d_sccl_9/521-8137478-2842638?psc=1,,Assembled Desktop CPU with Core i3-3220 Generation 3.30Ghz II 8GB Ram DDR3 II 128GB SSD II HDMI VGA Ports II WiFi II Win 10 Pro (64 bit) II MS Office II Full Metal II Premium Design,4,13,50+ bought in past month,"7,890",Assembled Desktop Cpu Core
https://www.amazon.in/Apple-2024-Desktop-Computer-10%E2%80%91core/dp/B0DLBTLQZP/ref=zg_bs_g_1375392031_d_sccl_8/521-8137478-2842638?psc=1,,"Apple 2024 Mac mini Desktop Computer with M4 chip with 10‑core CPU and 10‑core GPU: Built for Apple Intelligence, 16GB Unified Memory, 512GB SSD Storage, Gigabit Ethernet. Works with iPhone/iPad",4.7,59,50+ bought in past month,"75,490",Apple 2024 Mac Mini
https://www.amazon.in/Lenovo-Ideacentre-Microsoft-Speakers-F0HR009BIN/dp/B0FC64ZGNQ/ref=zg_bs_g_1375392031_d_sccl_7/521-8137478-2842638?psc=1,,"Lenovo Ideacentre AIO AMD Ryzen 5 7535HS 23.8"" FHD IPS All-in-One Desktop(8GB RAM/512GB SSD/Win11/Microsoft 365 Basic + Office Home 2024/3Wx2 Speakers/5MP Camera/Wireless Keyboard & Mouse),F0HR009BIN",4.4,135,50+ bought in past month,"44,580",Wireless Keyboard
https://www.amazon.in/Rainproof-Suitable-Surveillance-Industrial-Automation/dp/B0CT2V5SBB/ref=zg_bs_g_1375344031_d_sccl_23/521-8137478-2842638?psc=1,,"7SEVEN® SMPS 12v Power Supply 50amp 600w Weather Proof Rainproof Suitable for LeD Signage, Strip Light, Decorate Lite, Surveillance CCTV Camera & Industrial Automation Machine and Much More",4.1,110,50+ bought in past month,"1,499",7Seven Smps 12V Power
https://www.amazon.in/INCH-Cooling-Cooler-Radiator-Black/dp/B07WPVXQ33/ref=zg_bs_g_1375344031_d_sccl_16/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/71zKncr25tL._SX679_.jpg,"Electronic Spices DC 12V 2.5'' INCH Cooling Fan for PC Case, CPU Cooler Radiator 65x65x15mm (Black)",3.8,1053,50+ bought in past month,139,Electronic Spices Dc 12V
https://www.amazon.in/Bectro-12-Volt-Amps-Striplight/dp/B0CSDWMZJN/ref=zg_bs_g_1375344031_d_sccl_14/521-8137478-2842638?psc=1,,"12 Volt 3 Amps Heavy Duty 3 Pin Plug-In Power Adapter/Supply For Led Striplight, Cctv Camera, Dc Motor, Battery Charging & Other Compatible Devices, Black",3.7,597,50+ bought in past month,377,12 Volt 3 Amps
https://www.amazon.in/CP-Plus-CP-DPS-PD08-12D-Switched-Mode-Surveillance/dp/B082V3VH1S/ref=zg_bs_g_1375344031_d_sccl_6/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/71hAOh9SQEL._SX679_.jpg,CP Plus CP-DPS-PD08-12D 12V 10Amp 8 Channel Fiber SMPS (Switched-Mode Power Supply) for CCTV Security Surveillance Camera Power Supply,3.6,127,50+ bought in past month,489,Cp Plus Cp Dps
https://www.amazon.in/tridev-traders-Transformer-Security-Computer/dp/B07R3DDWGR/ref=zg_bs_g_1375344031_d_sccl_5/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/81l2-0UiTuL._SX679_.jpg,"DC 24V 10A 240W Switching Power Supply Universal Regulated Transformer (AC 220V/240V to DC 24Volt 10Ampere 240Watts Suitable for LED Strips, car stereos, Wireless routers, Printers..",4.2,428,50+ bought in past month,"1,295",Dc 24V 10A 240W
https://www.amazon.in/EVM-1333MHz-Long-DIMM-Desktop-EVMT4G1333U86P/dp/B09XXT79NG/ref=zg_bs_g_1375344031_d_sccl_4/521-8137478-2842638?psc=1,,EVM 4GB DDR3 Desktop RAM 1333MHz Long-DIMM Memory - Boost Computer Speed and Performance with Low Latency and Durable Design - 10-Year Warranty (EVMT4G1333U86P),3.9,691,50+ bought in past month,799,Evm 4Gb Ddr3 Desktop
https://www.amazon.in/Cables-Kart-USB-Microphone-Professional/dp/B099K464P7/ref=zg_bs_g_1375459031_d_sccl_30/521-8137478-2842638?psc=1,,"Cables Kart Noise Cancelling USB Microphone for Windows and Mac, Professional PC Microphone Computer, Laptop, Desktop, Plug and Play Mic",3.9,28,50+ bought in past month,371,Cables Kart Noise Cancelling
https://www.amazon.in/JLab-Girls-Wireless-Headsets-Microphone/dp/B09674F2X6/ref=zg_bs_g_1375459031_d_sccl_29/521-8137478-2842638?psc=1,,JLab Go Work Wireless On Ear Headsets with Microphone - 45+ Playtime PC Bluetooth Headset and Multipoint Connect to Laptop Computer and Mobile - Wired or Wireless Headphones with Microphone,3.2,10142,50+ bought in past month,"4,599",Jlab Go Work Wireless
https://www.amazon.in/Like-Star-Microphone-Speaking-Lecture/dp/B0DXF568MT/ref=zg_bs_g_1375459031_d_sccl_26/521-8137478-2842638?psc=1,,"3.5 mm Microphone Mic for iOS Laptop Tablet PC Metal Clip Tie Collar for Mobile Phone Speaking in Lecture, Singing,Speech",3.2,33,50+ bought in past month,135,3 5 Mm Microphone
https://www.amazon.in/Plantronics-Blackwire-Noise-canceling-Lightweight-9P7X8AA/dp/B0CPP272XK/ref=zg_bs_g_1375459031_d_sccl_23/521-8137478-2842638?psc=1,,"Poly (Plantronics) Blackwire 3220 Stereo Headset, On Ear w/Noise-canceling mic, 118g, Connect to Mobile/Tablet via USB-C/A, Lightweight Metal Headband, Dynamic EQ, Hi-Fi Stereo, Black, 9P7X8AA",4.3,591,50+ bought in past month,"4,300",Poly Plantronics Blackwire 3220
https://www.amazon.in/Drumstone-%F0%9D%90%98%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%AB%F0%9D%90%AC-%F0%9D%90%96%F0%9D%90%9A%F0%9D%90%AB%F0%9D%90%AB%F0%9D%90%9A%F0%9D%90%A7%F0%9D%90%AD%F0%9D%90%B2-Microphone-Gooseneck/dp/B0FGJ2S725/ref=zg_bs_g_1375459031_d_sccl_22/521-8137478-2842638?psc=1,,Drumstone (𝟏𝟓 𝐘𝐞𝐚𝐫𝐬 𝐖𝐚𝐫𝐫𝐚𝐧𝐭𝐲 USB Desktop Microphone for PC & Laptop | Plug & Play Wired Computer Mic | Flexible Gooseneck Stand with On/Off Button | Suitable for Online Meetings,4.6,19,50+ bought in past month,999,Drumstone Usb Desktop Microphone
https://www.amazon.in/Artis-Mini-USB-Multimedia-Speakers/dp/B018JZK0SY/ref=zg_bs_g_1375459031_d_sccl_21/521-8137478-2842638?psc=1,,Artis Mini 2.0 USB Multimedia Speakers (Black),4.1,4573,50+ bought in past month,449,Artis Mini 2 0
https://www.amazon.in/Audio-AM-W45-Wireless-Conference-Speakerphone/dp/B0CKHVHVQ1/ref=zg_bs_g_1375459031_d_sccl_20/521-8137478-2842638?psc=1,,"Audio Array AM-W45 Wireless Conference Microphone with Speaker | Bluetooth, USB & 4 Mics | 360° Pickup Upto 4M | Noise Reduction & Enhanced Voice | Portable Speakerphone for Video Calls/Zoom Meeting",3.9,182,50+ bought in past month,"4,989",Audio Array Am W45
https://www.amazon.in/3-5mm-Microphone-Recording-Collar-Mic/dp/B0FYGDB6RL/ref=zg_bs_g_1375459031_d_sccl_18/521-8137478-2842638?psc=1,,Fascia 3.5mm Lapel Microphone for Video Recording | Collar Mic | Small Mic for Phone | Wired Mini Mike for Phone | Microphone for Recording,5,2,50+ bought in past month,199,Fascia 3 5Mm Lapel
https://www.amazon.in/Portronics-Channel-Portable-Desktop-Multimedia/dp/B0F1MSNCTY/ref=zg_bs_g_1375459031_d_sccl_15/521-8137478-2842638?psc=1,,"Portronics 6W in Tune 6 HD Sound 2.0 Channel Portable Desktop PC Speaker, 3.5mm Audio Jack, Volume Scroll Button, Multimedia Speaker, RGB LED Lights, Metal Mesh, USB Powered (Black)",3.9,81,50+ bought in past month,579,Portronics 6W In Tune
https://www.amazon.in/TECHNOVIEW-Crisp-Pro-Digital-Resolution/dp/B0CVX9DZRD/ref=zg_bs_g_1375459031_d_sccl_14/521-8137478-2842638?psc=1,,"TECHNOVIEW Crisp Pro Digital Zoom 720P Web Camera with 5P HD Quality Lens, CMOS Image Sensor, 24 FPS Video Resolution, Built-in Mic, Auto White Vision, Night Vision and Manual Switch for LED (Black)",3.6,127,50+ bought in past month,799,Technoview Crisp Pro Digital
https://www.amazon.in/Logitech-H390-USB-Headset-Black/dp/B000UXZQ42/ref=zg_bs_g_1375459031_d_sccl_12/521-8137478-2842638?psc=1,,"Logitech H390 Wired Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, in-Line Controls, Works with Chromebook - Graphite",3.8,62689,50+ bought in past month,"3,295",Logitech H390 Wired Headset
https://www.amazon.in/Ant-Esports-Computer-Projector-Cellphone/dp/B0C4B682VS/ref=zg_bs_g_1375459031_d_sccl_7/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/61aggdny7yL._SX679_.jpg,"Ant Esports GS150 Computer Speakers, 2.0CH PC Speakers, in-line Volume Control, 6W USB Powered Stereo Desktop Speakers with 3.5mm AUX for PC/Laptop/Projector/Tablet/Cellphone",3.8,384,50+ bought in past month,329,Computer Speakers
https://www.amazon.in/Zebronics-Zeb-Ultimate-Pro-Microphone-Balance/dp/B08CY15GS5/ref=zg_bs_g_1375459031_d_sccl_6/521-8137478-2842638?psc=1,,"Zebronics Zeb-Ultimate Pro (Full HD) 1080p/30fps Webcam with 5P Lens, built-in Mic, Auto White Balance, Night Vision, Manual Switch for LED (Black)",3.7,5461,50+ bought in past month,"1,488",Zebronics Zeb Ultimate Pro
https://www.amazon.in/Zebronics-Zeb-Sunshine-4-1-Multimedia-Supporting/dp/B08CSPH8QY/ref=zg_bs_g_1375459031_d_sccl_5/521-8137478-2842638?psc=1,,"ZEBRONICS Zeb-Sunshine 60W 4.1 Multimedia Speaker with Bluetooth Supporting,USB,mSD,AUX,FM and Remote Control-(Black)",3.3,584,50+ bought in past month,"2,299",Zebronics Zeb Sunshine 60W
https://www.amazon.in/Kreo-Auto-Focus-Digital-Streaming-YouTube/dp/B0FLJD9JM3/ref=zg_bs_g_1375459031_d_sccl_4/521-8137478-2842638?psc=1,,"Kreo Owl Lite Full HD Webcam with 1080P 30 FPS, Auto-Focus and Built-in Dual Digital Mic, Plug and Play Setup for Video Call, Streaming, YouTube and More (Black, Owl Lite)",4.1,35,50+ bought in past month,"1,999",Kreo Owl Lite Full
https://www.amazon.in/Basic-Broadband-Supports-Discharge-Protection/dp/B0DXQFRQZP/ref=zg_bs_g_1375427031_d_sccl_4/521-8137478-2842638?psc=1,,Oakter Mini UPS Basic for WiFi Router Broadband Modem | Supports 12V-2A Routers. Backup Upto 3 Hours | WiFi Router UPS Power Backup During Power Cuts| Current Surge & Deep Discharge Protection,4.2,1699,4K+ bought in past month,949,Wifi Router
https://www.amazon.in/Tp-Link-300Mbps-AC750-Range-Extender/dp/B00KXULGJQ/ref=zg_bs_g_1375427031_d_sccl_2/521-8137478-2842638?psc=1,,"TP-Link AC750 Wifi Range Extender | Up to 750Mbps | Dual Band WiFi Extender, Repeater, Wifi Signal Booster, Access Point| Easy Set-Up | Extends Wifi to Smart Home & Alexa Devices (RE200)",4.2,84833,4K+ bought in past month,"1,899",Tp Link Ac750 Wifi
https://www.amazon.in/ZEBRONICS-Launched-Rechargeable-Operation-Multicolor/dp/B0CQRNWJM2/ref=zg_bs_g_1375412031_d_sccl_16/521-8137478-2842638?psc=1,,"ZEBRONICS Blanc Slim Wireless Mouse with Rechargeable Battery, BT + 2.4GHz, 4 Buttons, 800/1200/1600 DPI, Silent Operation, Multicolor LED Lights",4,6089,4K+ bought in past month,424,Wireless Mouse
https://www.amazon.in/Tizum-Mouse-Pad-Anti-Slip-Spill-Resistant/dp/B08QJJCY2Q/ref=zg_bs_g_1375412031_d_sccl_14/521-8137478-2842638?psc=1,,"Tizum Mouse Pad Computer Mouse Mat with Anti-Slip Rubber Base & Smooth Mouse Control with Spill-Resistant Surface for Laptop, Notebook, MacBook Pro, Gaming Computer (9.4*7.9 Inches), Beta (Multicolor)",4.3,7701,4K+ bought in past month,89,Tizum Mouse Pad Computer
https://www.amazon.in/Logitech-Wireless-Receiver-Ambidextrous-Compatible/dp/B0D18192T2/ref=zg_bs_g_1375412031_d_sccl_12/521-8137478-2842638?psc=1,,"Logitech M186 Wireless Mouse, 2.4GHz with USB Mini Receiver, 12-Month Battery Life, 1000 DPI Optical Tracking, Ambidextrous, Compatible with PC, Mac, Laptop",4.1,3223,4K+ bought in past month,499,Wireless Mouse
https://www.amazon.in/STRIFF-Extended-Stitched-Non-Slip-Computer/dp/B0CXDN7V9N/ref=zg_bs_g_1375412031_d_sccl_1/521-8137478-2842638?psc=1,,STRIFF World Map Extended Size (800 mm x 300 mm x 2 mm) Gaming Mouse Pad| Desk Mat | Stitched Edges| Non-Slip Rubber Base|Computer Laptop|Keyboard Mouse Pad for Office & Home (World Map),4.4,23403,4K+ bought in past month,199,Striff World Map Extended
https://www.amazon.in/Digitek-High-Speed-Multi-Card-Supports-Standard/dp/B0D9H3W8V6/ref=zg_bs_g_1375393031_d_sccl_5/521-8137478-2842638?psc=1,,Digitek (DCR-007) USB-A 3.0 & Type C High-Speed Multi-Card Reader Supports All Standard SD/SDHC/SDXC and Micro SD/SDHC/SDXC Cards,4.3,3539,4K+ bought in past month,299,Digitek Dcr 007 Usb
https://www.amazon.in/HP-v236w-64GB-USB-Drive/dp/B01L8ZNWN2/ref=zg_bs_g_1375393031_d_sccl_3/521-8137478-2842638?psc=1,,"HP v236w USB 2.0 64GB Pen Drive, Metal",4.2,82227,4K+ bought in past month,583,Hp V236W Usb 2
https://www.amazon.in/Seagate-Expansion-1TB-External-HDD/dp/B08ZJDWTJ1/ref=zg_bs_g_1375393031_d_sccl_2/521-8137478-2842638?psc=1,,"Seagate Expansion 1TB External HDD - USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)",4.3,31189,4K+ bought in past month,"5,999",Seagate Expansion 1Tb External
https://www.amazon.in/boAt-Charging-Transfer-Tangle-Free-Premium/dp/B0FMRKSLJY/ref=zg_bs_g_1375248031_d_sccl_13/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/61JSDyQcnaL._SX679_.jpg,"boAt Type C to C 65W Fast Charging Cable with 480 Mbps Data Transfer, Tangle-Free Cable in Premium Nylon Braided Design (Carbon Black)",4.2,284,4K+ bought in past month,199,Boat Type C C
https://www.amazon.in/Tizum-Mouse-Pad-Anti-Slip-Spill-Resistant/dp/B08QJJCY2Q/ref=zg_bs_g_1375248031_d_sccl_1/521-8137478-2842638?psc=1,,"Tizum Mouse Pad Computer Mouse Mat with Anti-Slip Rubber Base & Smooth Mouse Control with Spill-Resistant Surface for Laptop, Notebook, MacBook Pro, Gaming Computer (9.4*7.9 Inches), Beta (Multicolor)",4.3,7701,4K+ bought in past month,89,Tizum Mouse Pad Computer
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=zg_bs_g_1375248031_d_sccl_26/521-8137478-2842638?psc=1,,"American Tourister Valex Laptop Backpack, 28L & 17"" Inch Laptop Compartment, front organiser, bottle holder Backpack Bag For Man And Women, Black",4.3,9931,4K+ bought in past month,"1,299",American Tourister Valex Laptop
https://www.amazon.in/DIGIROOT-Pencil%E3%80%90NO-1-Charge-Rejection-2018-2024/dp/B0CP914DZD/ref=zg_bs_g_1375248031_d_sccl_24/521-8137478-2842638?psc=1,,"DIGIROOT iPad Pencil No.1 Sales in US&EU, 13 Mins Fast Charge Stylus Pen with Palm Rejection for 2018-2025 iPad Air 3/4/5/M2/M3, iPad mini 5/6, iPad 6/7/8/9/10/11, iPad Pro 11"",12.9"" & M4",4.4,11409,4K+ bought in past month,"1,496",Digiroot Ipad Pencil No
https://www.amazon.in/SaleOn-Portable-Organizer-Earphone-Travel-Black/dp/B0CP2K2XN8/ref=zg_bs_g_1375248031_d_sccl_21/521-8137478-2842638?psc=1,,"SaleOn 8.3X5 inch Portable Storage Organizer for USB Cable, Earphone, Power Bank,Charger, Hard Disk & Digital Gadgets, with Mesh Pockets Size Inside's Material and Color May Vary",4.2,2474,4K+ bought in past month,296,Saleon 8 3X5 Inch
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=zg_bs_g_1375248031_d_sccl_19/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/61egMfcDWlL._SX679_.jpg,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",4,13264,4K+ bought in past month,629,Fur Jaden Anti Theft
https://www.amazon.in/Essentials-2-5-inch-Portable-Organizer-Resistance/dp/B0765B3TH7/ref=zg_bs_g_1375248031_d_sccl_18/521-8137478-2842638?psc=1,,"Gizga Essentials Hard Drive Case Shell, 6.35cm/2.5-inch, Portable Storage Organizer Bag for Earphone USB Cable Power Bank Mobile Charger Digital Gadget Hard Disk, Water Resistance Material, Black",4.4,19273,4K+ bought in past month,129,Gizga Essentials Hard Drive
https://www.amazon.in/Samsung-Original-Type-Cable-Meter/dp/B008FWZGSG/ref=zg_bs_g_1375248031_d_sccl_11/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/51ga1DANA8L._SX679_.jpg,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",4.2,5178,4K+ bought in past month,399,Samsung Original Type C
https://www.amazon.in/Portronics-Konnect-Unbreakable-Braided-Charging/dp/B0CV45N68C/ref=zg_bs_g_1375248031_d_sccl_6/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/71hWHCvPCLL._SX679_.jpg,"Portronics Konnect X 60W Unbreakable Nylon Braided Cable, 2M Fast Charging Cable For iPhone 15 Series, iPad, Samsung Galaxy (Black)",4.3,4940,4K+ bought in past month,179,Portronics Konnect X 60W
https://www.amazon.in/STRIFF-Extended-Stitched-Non-Slip-Computer/dp/B0CXDN7V9N/ref=zg_bs_g_1375248031_d_sccl_5/521-8137478-2842638?psc=1,,STRIFF World Map Extended Size (800 mm x 300 mm x 2 mm) Gaming Mouse Pad| Desk Mat | Stitched Edges| Non-Slip Rubber Base|Computer Laptop|Keyboard Mouse Pad for Office & Home (World Map),4.4,23403,4K+ bought in past month,199,Striff World Map Extended
https://www.amazon.in/Redmi-Mediatek-8-7-Inc-Bluetooth-Speakers/dp/B0DHPM9GWB/ref=zg_bs_g_1375458031_d_sccl_21/521-8137478-2842638?psc=1,,"Redmi Pad SE 4G | WiFi Mediatek Helio G55| 8.7-Inc Display | 6650Mah Battery | 90Hz Smooth Refresh Rate| 4GB, 128GB | 1340 X 800 Display | 1 Billion Colours | Dolby Atmos | Dual Speakers | Urban Grey",4.2,307,400+ bought in past month,"9,973",Redmi Pad Se 4G
https://www.amazon.in/Lenovo-Display-Expandable-Speakers-Android/dp/B0FDWFRC48/ref=zg_bs_g_1375458031_d_sccl_16/521-8137478-2842638?psc=1,,Lenovo Tab| 10.1 Inch Display| Wi-Fi Only| 4 GB RAM + 64 GB ROM (Expandable up to 1 TB)| Metal Body| Dual Speakers with Dolby Atmos| Android 14| Color: Polar Blue,4.3,426,400+ bought in past month,"10,999",Lenovo Tab 10 1
https://www.amazon.in/Xiaomi-Pad-Smartchoice-Snapdragon-Anti-Reflective/dp/B0DW4GMZ9W/ref=zg_bs_g_1375458031_d_sccl_11/521-8137478-2842638?psc=1,,"XIAOMI Pad 7 Nano Texture Display [Smartchoice] | Snapdragon 7+ Gen 3| 3.2K Display (28.44 cm /11.2"") Tablet| 12GB, 256GB| Anti-Reflective| Anti-Glare| HyperOS 2| Dolby Vision Atmos | Graphite Grey",4.4,1590,400+ bought in past month,"31,999",Xiaomi Pad 7 Nano
https://www.amazon.in/Canon-Cartridge-Compatible-Printers-Multi-Function/dp/B081F8FTMT/ref=zg_bs_g_14784019031_d_sccl_29/521-8137478-2842638?psc=1,,Canon PG 47 & CL 57s Ink Cartridge E400 E410 E417 E460 E470 E477 E480 E3170 E3177 E4270 with Ballpoint Pen,4,334,400+ bought in past month,"1,840",Canon Pg 47 Cl
https://www.amazon.in/Epson-EcoTank-L3250-Wi-Fi-Printer/dp/B09N3LHV2X/ref=zg_bs_g_14784019031_d_sccl_14/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/51syeAn7ElL._SX679_.jpg,"Epson Ecotank L3250 A4 Wi-Fi All-in-One Ink Tank Colour Printer Ink, Black",4,3497,400+ bought in past month,"13,699",Epson Ecotank L3250 A4
https://www.amazon.in/AmazonBasics-Compatible-Bottle-Printers-Leak-Proof/dp/B0CHS8MJHX/ref=zg_bs_g_14784019031_d_sccl_6/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/61mFvoWuaoL._SX679_.jpg,"amazon basics Compatible Ink Bottle for Epson L3110, L3150, L3250, L3252 L3115, L3116, L3101, L3210, L3215, L3216, L3151, L3152, L3156 Printers Ink | Leak-Proof, Color Set Box of 4",4,497,400+ bought in past month,349,Amazon Basics Ink Bottle
https://www.amazon.in/HP-Printer-Extended-Warranty-coverage-Print/dp/B0BN1S41VH/ref=zg_bs_g_14784019031_d_sccl_1/521-8137478-2842638?psc=1,,"HP Smart Tank 580 All-in-One WiFi Colour Printer | 1 Extra Black Ink Bottle | 1+1 Year Extended Warranty on Registration| Up to 8000 Black & 6000 Colour Prints I Print,Scan & Copy for Office/Home",4,4645,400+ bought in past month,"14,499",Hp Smart Tank 580
https://www.amazon.in/H30C-Shipping-Adjustable-Resolution-Compatible/dp/B0DW8DX2M9/ref=zg_bs_g_14784019031_d_sccl_28/521-8137478-2842638?psc=1,,"Helett® H30C Lite USB Direct Thermal 4×6 Shipping Label Printer(Barcode)Adjustable Label Size|203DPI Resolution|152mm/s Printing Speed Compatible with Windows,Mac,Linux Chrome OS|White(1Year Warranty)",4.2,722,400+ bought in past month,"5,993",Helett H30C Lite Usb
https://www.amazon.in/FRONTECH-Multimedia-Speakers-Connectivity-SPK-0008/dp/B0DJMG47F2/ref=zg_bs_g_1375442031_d_sccl_10/521-8137478-2842638?psc=1,,"FRONTECH 1.0 USB Powered Multimedia Speakers with RGB Lights | 10W Output Power | AUX/USB Connectivity | for Laptop, PC, Mobile | Volume Control (SPK-0008, Black)",3.9,141,400+ bought in past month,459,Frontech 1 0 Usb
https://www.amazon.in/Zebronics-Wonderbar-Powered-Computer-Speaker/dp/B08K9PX15C/ref=zg_bs_g_1375442031_d_sccl_9/521-8137478-2842638?psc=1,,ZEBRONICS Zeb Wonderbar 10 USB Powered 2.0 Computer Speaker with RGB Lights,4,10537,400+ bought in past month,699,Zebronics Zeb Wonderbar 10
https://www.amazon.in/Tenda-N301-Wireless-N300-Setup-Router/dp/B00D3GO8R4/ref=zg_bs_g_1375427031_d_sccl_6/521-8137478-2842638?psc=1,,TENDA-N301 N300 WiFi Easy Setup Router | 300Mbps WiFi Speed| Parantal Control | WISP and Repeater Mode,4.2,14332,400+ bought in past month,"1,150",Tenda N301 N300 Wifi
https://www.amazon.in/TP-Link-Archer-TX10UB-Nano-Directional/dp/B0DQXSRGQ4/ref=zg_bs_g_1375427031_d_sccl_30/521-8137478-2842638?psc=1,,"TP-Link Archer TX10UB Nano AX900 Wi-Fi 6 Bluetooth 5.3 USB Adapter, 900 Mbps Dual Band USB 2.0, Omni Directional Antenna, Supports Windows 11/10",3.9,2055,400+ bought in past month,"1,299",Tp Link Archer Tx10Ub
https://www.amazon.in/TP-Link-Archer-T2U-Nano-Wireless/dp/B07KRCW6LZ/ref=zg_bs_g_1375427031_d_sccl_26/521-8137478-2842638?psc=1,,"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.26",4.3,22977,400+ bought in past month,"1,049",Tp Link Nano Ac600
https://www.amazon.in/BenQ-GW2490-Bezel-less-Brightness-Intelligence/dp/B0CQ2VKBMH/ref=zg_bs_g_1375425031_d_sccl_25/521-8137478-2842638?psc=1,,BenQ GW2490 24 Inches 1920X1080P FHD IPS Monitor| 100Hz|99% Srgb|Eye-Careu|Dual HDMI|Display Port|Bezel-Less|Eyesafe|VESA Mediasync|B.I.|Low Blue Light+| Speakers|VESA Wall Mountable(Black),4.3,1030,400+ bought in past month,"8,250",Benq Gw2490 24 Inches
https://www.amazon.in/Samsung-Ports-HDMI-Headphone-EyeSaver-LS27D368GAWXXL/dp/B0FN8745CD/ref=zg_bs_g_1375425031_d_sccl_17/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/4122d89Iz8L._SX300_SY300_QL70_FMwebp_.jpg,"Samsung 27"" (68.5cm) 100Hz Curved Monitor|1800R Curved Screen|100Hz|4ms|SRGB 95%|Ports-HDMI,D-Sub,Headphone|Game Mode|EyeSaver Mode|16.7M Color Support|Flicker Free|Off Timer Plus|LS27D368GAWXXL|Black",4.4,27,400+ bought in past month,"10,899",Samsung 27 68 5Cm
https://www.amazon.in/Lenovo-Ultraslim-Monitor-FreeSync-Customization/dp/B0C2VPX93F/ref=zg_bs_g_1375425031_d_sccl_16/521-8137478-2842638?psc=1,,"Lenovo L22e-40, 21.4 Inch (54.48 cm), FHD 1920x1080, 75Hz, Grey, 4ms, 16.7Mn Colors, AMD FreeSync, TUV Eye Comfort, Low Blue Light, Smart Display Customization Artery, HDMI Monitor",4.3,1325,400+ bought in past month,"6,499",Lenovo L22E 40 21
https://www.amazon.in/LG-FreeSyncTM-Headphone-Virtually-Borderless/dp/B0DKFTZCJ2/ref=zg_bs_g_1375425031_d_sccl_15/521-8137478-2842638?psc=1,,"LG 32MR50C (32 Inch) Full HD Curved Monitor (1920 x 1080) with 100Hz, 5ms, VA Panel, AMD FreeSync™, HDMI X 2, VGA, Headphone Out, Tilt, Reader Mode, Flicker Safe, 3-Side Virtually Borderless - Black",4.2,298,400+ bought in past month,"13,499",Lg 32Mr50C 32 Inch
https://www.amazon.in/LG-Ultragear-Compatible-Adjustable-Borderless/dp/B0DPQWPQN2/ref=zg_bs_g_1375425031_d_sccl_9/521-8137478-2842638?psc=1,,"LG Ultragear 24GS65F IPS Full HD Gaming Monitor, 24 Inch, 1920 X 1080, 1ms, 180Hz, HDR 10, NVIDIA G-Sync Compatible, AMD FreeSync, Height/Pivot/Tilt Adjustable Stand, Borderless Design, DP, HDMI",4.3,620,400+ bought in past month,"10,499",Lg Ultragear 24Gs65F Ips
https://www.amazon.in/Dell-SE2225HM-54-6cm-Refresh-Response/dp/B0F1N79TYM/ref=zg_bs_g_1375425031_d_sccl_4/521-8137478-2842638?psc=1,,"Dell SE2225HM 21.5""/54.6cm FHD, 100Hz Refresh, VA Panel, 5ms Response, Tilt Adjust, 3000:1 Contrast, 250 cd/m2, Ports: HDMI, DP 1.2, VGA, TÜV Rheinland 3-Star Eye Comfort, Ultra-Thin bezels Monitor",4.4,729,400+ bought in past month,"6,599",Dell Se2225Hm 21 5
