data-page-selector,Image,Title,Ratings,Review,Monthly Sales,Price,Product Identified
https://www.amazon.in/Amazon-Basics-Digital-electronic-keypad/dp/B078K2YPRW/ref=zg_bs_g_3591020031_d_sccl_22/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/81herOPgvYL._SX679_.jpg,"Amazon Basics Digital Safe With Electronic Keypad Locker For Home, Gross Capacity - 58L (Net - 51L), Black",4,"75,013",500+ bought in past month,"6,599",Amazon Basics Digital Safe Electronic Keypad
https://www.amazon.in/GRANOTONE-Acrylic-Pigment-Non-Craking-Earthenware/dp/B0BHZHLHMF/ref=zg_bs_g_3591019031_d_sccl_7/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/61sICB3CPzL._SX679_.jpg,GRANOTONE Acrylic Colour White 500 ml Rich Pigment Water Based Non Cracking Paint for Canvas Wood Leather Glass Metal Art Craft DIY,4.3,923,500+ bought in past month,280,Granotone Acrylic Colour White 500 Ml
https://www.amazon.in/GATE-Automatic-Projector-Brightest-Projectors/dp/B0FGY9P9CP/ref=zg_bs_g_3591018031_d_sccl_26/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/71yfwIiyFnL._SX679_.jpg,"E GATE Atom 4X+ Fully Automatic Projector 4k Ultra HD | Whale TV+ Live TV on Android | Brightest 400 ISO | Native 1080p, Netflix, Prime | USB-HDMI ARC+CEC | HDR+HLG | WiFi 6, BT, Egate Projectors Gold",4.3,731,500+ bought in past month,"9,990",E Gate Atom 4X Fully Automatic
https://www.amazon.in/TECHNOVIEW-Definition-Recorder-Recording-Meetings/dp/B0CDSCVPRP/ref=zg_bs_g_3591018031_d_sccl_17/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/51340Ta2j2L._SX679_.jpg,"TECHNOVIEW 360 High Definition HD USB Voice Recorder, Clear Audio Recording Pen Drive 8 GB Memory inbuilt for Home,Office,Meetings (USB 8 GB Voice Recorder)",3.8,904,500+ bought in past month,849,Technoview 360 High Definition Hd Usb
https://www.amazon.in/amazon-basics-Printer-Cartridge-M1213nf/dp/B0CYLR6DW2/ref=zg_bs_g_3591018031_d_sccl_14/521-8137478-2842638?psc=1,,"amazon basics 88A/CC388A Laser Toner Printer Cartridge | for HP Laser Jet P1007/P1008/P1106/P1108, Pro M1136/M1213nf/M1216, Pro M202dw / MFP M128/ M226 | Up to 1500 Pages Yield (Black)",4.1,391,500+ bought in past month,390,Amazon Basics 88A Cc388A Laser Toner
https://www.amazon.in/HP-Smart-Colour-Printer-Included/dp/B0BN1XT6TF/ref=zg_bs_g_3591018031_d_sccl_2/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/31u6f4UOYhL._SY300_SX300_QL70_FMwebp_.jpg,"HP Smart Tank 589 All-in-One WiFi Colour Printer |Up to 4000 Black & 6000 Colour Prints I Print,Scan & Copy for Home/Office",4,"2,791",500+ bought in past month,"13,299",Hp Smart Tank 589 All In
https://www.amazon.in/Lifelong-Lightbeam-Projector-Resolution-Rotabable/dp/B0D6BS8S1N/ref=zg_bs_g_3591018031_d_sccl_1/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/611isCGPSBL._SX679_.jpg,"Lifelong Electronics Lightbeam Smart Projector | Android, 1080P& 4K Ultra Support, 3000 Lumens, 720p Native | for Room & Outdoors | All OTT Apps | WiFi/BT, Mirroring, USB, HDMI, 180°, Speakers",4,691,500+ bought in past month,"5,499",Lifelong Electronics Lightbeam Smart Projector Android
https://www.amazon.in/Portronics-Projector-Resolution-Rotatable-Streaming/dp/B0CQG7XMXC/ref=zg_bs_g_3591018031_d_sccl_21/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/51bGfdFAG5L._SX679_.jpg,"Portronics Beem 440 Smart LED Projector with 720p HD Resolution, Rotatable Design, Built-in Streaming Apps (Netflix, Prime Video, Hotstar), 2000 Lumens, Screen Mirroring, 3 Watts Speaker (White)",4,"2,329",500+ bought in past month,"5,094",Portronics Beem 440 Smart Led Projector
https://www.amazon.in/Amazon-6-Sheet-Shredder-Capacity-Warranty/dp/B0DV5BM4W8/ref=zg_bs_g_3591018031_d_sccl_20/521-8137478-2842638?psc=1,https://m.media-amazon.com/images/I/512MjCiZNRL._SX679_.jpg,"Amazon Basics 6-Sheet Strip Cut Paper & Credit Card Shredder, 10 Liter Waste Basket Capacity|for Office and Home Usage| 1 Year Brand Warranty",4.1,"124,597",500+ bought in past month,"2,139",Amazon Basics 6 Sheet Strip Cut
https://www.amazon.in/WOL-3D-Filaments-White/dp/B06Y35GHT8/ref=zg_bs_g_3591018031_d_sccl_17/521-8137478-2842638?psc=1,,"WOL3D 1kg 2025 PLA PRO+ (Daisy White) 3D Printing Filament – Improved Formula for Enhanced Strength, Eco-Friendly, Compatible with Most FDM 3D Printers, Made in India.",3.9,"1,233",500+ bought in past month,849,Wol3D 1Kg 2025 Pla Pro Daisy
